13/07/1936	7:12	-24.500	-70.000	7.3	-	60	-
24/01/1939	23:32	-36.200	-72.200	7.8	-	60	-
18/04/1939	2:22	-27.000	-70.500	7.4	-	100	-
11/10/1940	14:41	-41.500	-74.500	7.0	-	-	-
08/07/1942	1:55	-24.000	-70.000	7.0	-	140	-
14/03/1943	14:37	-20.000	-69.500	7.2	-	150	-
06/04/1943	12:07	-30.750	-72.000	8.3	8.2	55	T
01/12/1943	6:34	-21.000	-69.000	7.0	-	100	-
13/09/1945	7:17	-33.250	-70.500	7.1	-	100	-
02/08/1946	15:19	-26.500	-70.500	7,9	-	50	-
19/04/1949	23:29	-38.000	-73.500	7.3	-	70	-
25/04/1949	9:54	-19.750	-69.000	7.3	-	110	-
29/05/1949	21:32	-22.000	-69.000	7.0	-	100	-
17/12/1949	2:53	-54.000	-71.000	7.8	-	-	-
17/12/1949	11:07	-54.000	-71.000	7.8	-	-	-
29/01/1950	20:56	-53.500	-71.500	7.0	-	-	-
09/12/1950	17:38	-23.500	-67.500	8,3	-	100	-
06/05/1953	13:16	-36.500	-72.600	7,6	-	60	-
06/12/1953	22:05	-22.100	-68.700	7.4	-	128	-
19/04/1955	16:24	-30.000	-72.000	7.1	-	-	T
08/01/1956	16:54	-19.000	-70.000	7.1	-	11	-
17/12/1956	22:31	-25.500	-68.500	7.0	-	-	-
29/07/1957	13:15	-23.500	-71.500	7.0	-	-	-
13/06/1959	20:12	-20.420	-69.000	7.5	-	83	-
21/05/1960	6:02	-37.500	-73.500	7.3	-	-	-
22/05/1960	6:32	-37.500	-73.000	7.3	-	-	-
22/05/1960	15:11	-39.500	-74.500	9.5	-	TD
19/06/1960	22:01	-38.000	-73.500	7.3	-	-	-
01/11/1960	4:45	-38.500	-75.100	7.4	-	55	-
13/07/1961	17:19	-41.700	-75.200	7.0	-	40	-
14/02/1962	2:36	-37.800	-72.500	7.3	-	45	-
03/08/1962	4:56	-23.300	-68.100	7.1	-	107	-
23/02/1965	18:11	-25.670	-70.630	7.0	-	36	-
28/03/1965	12:33	-32.418	-71.100	7.4	-	68	-
28/12/1966	4:18	-25.510	-70.740	7.8	-	23	-
13/03/1967	12:06	-40.120	-74.680	7.3	-	33	-
21/12/1967	22:25	-21.80	-70.00	7.5	-	33	-
17/06/1971	17:00	-25.402	-69.058	7.0	-	76	-
08/07/1971	23:03	-32.511	-71.207	7.5	-	40	TM
18/08/1974	6:44	-38.453	-73.431	7.1	-	36	-
10/05/1975	10:27	-38.183	-73.232	7.7	-	6	-
29/11/1976	21:40	-20.520	-68.919	7.3	-	82	-
03/08/1978	14:11	-26.518	-70.664	7.0	-	49	-
16/10/1981	0:25	-33.134	-73.074	7.5	-	33	-
04/10/1983	14:52	-26.535	-70.563	7.3	-	14	-
03/03/1985	19:46	-33.240	-71.850	7.8	8.0	33	T
08/04/1985	21:56	-34.131	-71.618	7.5	-	37	-
05/03/1987	6:17	-24.388	-70.161	7.3	-	62	T
08/08/1987	11:48	-19.000	-70.000	7.1	-	42	-
30/07/1995	1:11	-23.360	-70.310	7.3	8.0	47	T
14/10/1997	22:03	-30.773	-71.315	7.1	56	-
13/06/2005	18:44	-19.895	-69.125	7.8	7.8	108	-
14/11/2007	12:40	-22.314	-70.078	7.5	7.7	47.7	-
27/02/2010	03:34	-36.290	-73.239	8.8	30	TD
01/04/2014	20:46	-19.572	-70.908	8.2	38.9	T
16/09/2015	19:54	-31.553	-71.864	8.4	11.1	TD
25/12/2016	11:22	-43.517	-74.391	7.6	30	T
01/09/2020	00:09	-27.969	-71.241	7.0	31	-
